CLEANED NAME,GAME RESULT,POINT DIFFERENCE,PACE,HOME TEAM OFFENSIVE RATING,HOME TEAM DEFENSIVE RATING,HOME TEAM 2PT%,HOME TEAM 3PT%,HOME TEAM FT%,HOME TEAM REBOUNDS,HOME TEAM ASSISTS,HOME TEAM STEALS,HOME TEAM BLOCKS,HOME TEAM TURNOVERS,HOME TEAM AVERAGE PLUS/MINUS,HOME TEAM DOUBLE DOUBLES,HOME TEAM TOP 50 CONTRACT PLAYERS,AWAY TEAM OFFENSIVE RATING,AWAY TEAM DEFENSIVE RATING,AWAY TEAM 2PT%,AWAY TEAM 3PT%,AWAY TEAM FT%,AWAY TEAM REBOUNDS,AWAY TEAM ASSISTS,AWAY TEAM STEALS,AWAY TEAM BLOCKS,AWAY TEAM TURNOVERS,AWAY TEAM AVERAGE PLUS/MINUS,AWAY TEAM DOUBLE DOUBLES,AWAY TEAM TOP 50 CONTRACT PLAYERS
20210408-H-DAL-A-MIL,1,15,98.7,117.6,101.5454545,0.5,0.377777778,0.722222222,56,23,6,8,11,6.818181818,1,1,102.4,117.3636364,0.388059701,0.363636364,0.8125,52,16,8,1,9,-6.818181818,1,2
20210408-H-LAC-A-PHO,1,10,87.5,129.2,119.7692308,0.510638298,0.486486486,0.916666667,35,26,5,1,10,3.846153846,0,3,117.8,130,0.638297872,0.25,0.833333333,36,20,6,6,14,-4.166666667,1,2
20210408-H-MIA-A-LAL,1,6,98.4,111.8,104.8,0.52173913,0.4,0.8,38,22,12,8,20,3,0,3,105.7,111.6666667,0.522727273,0.342857143,0.88,40,26,9,3,22,-3.333333333,2,1
20210408-H-OKC-A-CLE,0,27,98.4,103.7,131.2222222,0.473684211,0.40625,0.692307692,44,28,5,5,15,-15,1,0,131.2,104.8,0.614035088,0.351351351,0.833333333,44,35,8,3,7,13.5,1,1
20210408-H-SAC-A-DET,0,12,100.7,100.3,111.7,0.553571429,0.233333333,0.692307692,38,20,9,4,12,-6,0,4,112.2,101.0909091,0.590163934,0.347826087,0.85,43,24,7,4,16,5.454545455,1,0
20210408-H-TOR-A-CHI,0,9,97.8,115.6,124.5,0.492063492,0.323529412,0.818181818,41,19,10,4,10,-5.625,1,1,124.8,115.7777778,0.614035088,0.4,0.888888889,49,35,5,3,16,5,2,1
20210408-H-UTA-A-POR,1,19,97.3,125.4,104.5714286,0.58490566,0.285714286,0.888888889,58,21,4,3,7,6.785714286,1,3,105.9,126.5833333,0.520833333,0.270833333,0.777777778,41,18,3,5,6,-7.916666667,0,2
20210409-H-ATL-A-CHI,1,12,95.6,125.5,112.7777778,0.701754386,0.259259259,0.826086957,41,25,7,4,9,6.666666667,1,1,112.9,125.6666667,0.528301887,0.393939394,0.928571429,38,25,6,1,13,-6.666666667,1,1
20210409-H-BOS-A-MIN,1,9,100.4,130.8,123.9,0.622222222,0.452380952,0.941176471,45,32,9,5,20,4.5,1,3,122.7,131.3,0.592592593,0.357142857,0.9,37,30,14,0,14,-4.5,1,2
20210409-H-DEN-A-SAS,1,2,98.8,122.5,118.8888889,0.557692308,0.518518519,0.913043478,46,32,5,4,18,1.111111111,2,2,120.5,123.5,0.515151515,0.333333333,0.857142857,38,33,10,2,9,-1,2,1
20210409-H-GSW-A-WAS,0,3,102.3,104.6,106.6666667,0.576923077,0.305555556,0.666666667,41,27,15,3,13,-1.666666667,0,3,107.6,104.5,0.542857143,0.263157895,0.791666667,47,30,6,1,18,1.5,1,2
20210409-H-LAC-A-HOU,1,17,96.3,130.9,112,0.568627451,0.513513514,0.846153846,38,31,10,4,9,7.083333333,0,2,113.2,130.8333333,0.586956522,0.324324324,0.703703704,41,28,3,6,14,-7.083333333,2,0
20210409-H-MIL-A-CHO,0,8,106.5,111.7,118.7,0.5,0.368421053,0.739130435,48,23,10,3,17,-4,1,0,119.2,112.8461538,0.609756098,0.38,0.909090909,49,35,4,10,18,3.076923077,1,0
20210409-H-NOP-A-PHI,1,7,103.7,97.4,90.22222222,0.514705882,0.181818182,0.633333333,56,22,11,7,12,3.888888889,2,2,90.7,99.92857143,0.458333333,0.35483871,0.708333333,47,20,8,5,19,-2.5,0,3
20210409-H-NYK-A-MEM,1,4,98.9,121.8,118.3636364,0.484375,0.4375,0.878787879,48,24,7,7,12,1.818181818,1,1,118.1,122.8,0.515625,0.466666667,0.617647059,43,33,7,6,14,-2,1,0
20210409-H-ORL-A-IND,0,5,104.1,101.8,107.2,0.484848485,0.25,0.774193548,50,23,3,8,15,-2.5,0,0,106.6,101.8,0.457627119,0.333333333,0.857142857,49,26,8,10,14,2.5,1,1
20210410-H-BRK-A-LAL,0,25,101.5,99.5,121,0.566037736,0.185185185,0.866666667,42,19,6,10,19,-9.615384615,0,4,124.1,98.54545455,0.474576271,0.558823529,0.65,47,30,12,4,14,11.36363636,2,1
20210410-H-CLE-A-TOR,0,20,103.8,110.8,128.9166667,0.470588235,0.428571429,0.846153846,32,27,11,5,17,-8.333333333,0,1,130.1,109.9,0.666666667,0.53125,0.857142857,39,29,12,11,17,10,1,0
20210410-H-GSW-A-HOU,1,16,102.1,122.4,107.1818182,0.625,0.4,0.8125,45,31,13,5,16,7.272727273,0,3,106.8,122.8,0.549019608,0.351351351,0.7,45,25,8,3,18,-8,1,1
20210410-H-OKC-A-PHI,0,24,99.6,93.4,117.8181818,0.535714286,0.4,0.473684211,45,21,3,4,22,-10.90909091,1,0,117.5,94.38461538,0.571428571,0.315789474,0.68,47,24,11,10,9,9.230769231,1,2
20210410-H-PHO-A-WAS,1,28,105.5,127.1,101.6153846,0.59375,0.395348837,1,45,36,8,3,3,10.76923077,2,2,100.5,127.0769231,0.508474576,0.36,0.678571429,49,27,2,1,16,-10.76923077,1,1
20210410-H-POR-A-DET,1,15,96.7,122.1,109.4166667,0.491803279,0.448275862,0.791666667,49,18,5,8,15,6.25,2,2,106.5,122.2307692,0.49122807,0.346153846,0.714285714,38,25,9,6,11,-5.769230769,0,0
20210410-H-UTA-A-SAC,1,16,100.9,126.8,110.8888889,0.578947368,0.36,0.857142857,52,22,8,5,10,8.888888889,0,3,111,127.5555556,0.608695652,0.333333333,0.636363636,38,23,8,4,10,-8.888888889,1,3
20210411-H-CHO-A-ATL,0,4,91.6,110.2,115.3,0.594594595,0.348837209,0.857142857,38,28,5,5,12,-2,0,0,114.6,107.4444444,0.466666667,0.435897436,0.75,41,27,7,1,11,2.222222222,1,0
20210411-H-CLE-A-NOP,0,7,98.2,111,118.8,0.622222222,0.325,0.823529412,36,29,7,5,17,-3.5,0,1,118.1,110.2222222,0.596774194,0.291666667,0.807692308,50,30,9,3,16,3.888888889,0,2
20210411-H-DAL-A-SAS,0,2,97.4,120.1,121.3333333,0.615384615,0.30952381,0.933333333,37,25,5,3,12,-1.111111111,1,1,122.2,121,0.596774194,0.380952381,0.777777778,41,20,10,7,14,1.111111111,0,1
20210411-H-DEN-A-BOS,0,18,91.6,94.9,116,0.444444444,0.235294118,0.833333333,46,23,5,4,9,-6.923076923,2,2,114.6,95.69230769,0.592592593,0.212121212,0.869565217,52,20,4,7,9,6.923076923,1,3
20210411-H-LAC-A-DET,1,7,94.9,138,132.2,0.660377358,0.555555556,0.761904762,37,35,4,5,16,3.5,1,2,130.6,137.7,0.563636364,0.46875,0.894736842,31,33,12,4,12,-3.5,1,0
20210411-H-MEM-A-IND,0,7,101.2,123.6,130.1,0.494736842,0.3,0.684210526,50,27,11,6,6,-3.5,1,0,130.5,123.4,0.629032258,0.351351351,0.882352941,53,35,5,10,12,3.5,2,1
20210411-H-MIN-A-CHI,1,4,100.9,119.9,116.5,0.533333333,0.444444444,1,36,27,7,6,14,2,1,2,115.9,120.6,0.592592593,0.394736842,0.615384615,38,30,10,8,13,-2,0,1
20210411-H-NYK-A-TOR,1,6,97.6,104.5,98.41666667,0.490566038,0.257142857,0.851851852,46,19,9,4,13,2.5,0,1,98.3,105,0.488888889,0.323529412,0.826086957,40,19,8,7,15,-3,1,2
20210411-H-ORL-A-MIL,0,37,98,88.8,129,0.48,0.222222222,0.789473684,37,19,8,6,14,-16.81818182,0,0,126.5,89.53846154,0.5,0.475,0.866666667,56,28,8,7,11,14.23076923,1,2
20210411-H-POR-A-MIA,0,9,91,107.7,117.3846154,0.619047619,0.314285714,0.684210526,41,21,5,5,17,-3.461538462,0,2,117.6,109.2222222,0.537037037,0.413793103,0.65,30,21,12,4,7,5,0,2
20210412-H-DAL-A-PHI,0,18,94.6,100.4,119.0666667,0.553191489,0.25,0.8,46,16,7,3,15,-6,1,0,119.4,102.4,0.551020408,0.387096774,0.696969697,40,24,9,4,9,6,0,3
20210412-H-GSW-A-DEN,1,9,100.7,115.2,97.36363636,0.567567568,0.409090909,0.909090909,36,23,11,3,16,4.090909091,0,3,106.2,115.6,0.543859649,0.307692308,0.84,41,23,11,2,19,-4.5,1,2
20210412-H-MEM-A-CHI,1,11,100.1,100.9,89.6,0.543859649,0.321428571,0.857142857,51,27,7,7,20,5.5,2,0,89.9,102.4,0.563636364,0.161290323,0.764705882,40,23,8,3,17,-5.5,1,1
20210412-H-NOP-A-SAC,1,7,105,111.4,105.1818182,0.620689655,0.315789474,0.692307692,51,24,8,5,21,3.181818182,0,2,104.7,112.3636364,0.527272727,0.285714286,0.594594595,34,21,14,3,10,-3.181818182,1,3
20210412-H-NYK-A-LAL,1,15,101.8,109.1,87.53846154,0.596774194,0.185185185,0.814814815,47,18,14,9,15,5.769230769,1,1,94.3,109.0769231,0.522727273,0.333333333,0.777777778,33,22,5,7,24,-5.769230769,0,2
20210412-H-ORL-A-SAS,0,23,96.5,100.6,123.5384615,0.516666667,0.25,0.625,44,15,6,2,15,-8.846153846,0,0,124.4,100.2142857,0.558823529,0.4,0.777777778,47,30,6,5,9,8.214285714,1,1
20210412-H-PHO-A-HOU,1,6,102.2,123.3,117.3,0.408163265,0.555555556,0.611111111,42,33,14,3,13,3,0,2,117.5,124,0.6,0.404761905,0.789473684,51,32,9,3,21,-3,2,1
20210412-H-UTA-A-WAS,0,4,100.7,120.1,124.9,0.530612245,0.416666667,0.774193548,43,21,2,3,14,-2,1,2,124.1,119.25,0.535211268,0.473684211,0.785714286,44,29,7,4,7,1.666666667,1,2
20210413-H-CHO-A-LAL,0,8,91,102.2,111.8888889,0.5625,0.257142857,0.666666667,45,22,5,3,16,-4.444444444,2,0,111,102.1,0.473684211,0.363636364,0.944444444,38,24,9,2,11,4,0,1
20210413-H-IND-A-LAC,0,11,105.4,109.1,121.5,0.625,0.225,0.818181818,42,14,9,5,12,-3.928571429,1,1,119.5,110.75,0.573770492,0.464285714,0.894736842,48,34,10,5,14,4.583333333,0,2
20210413-H-MIN-A-BRK,0,30,104.5,92.8,120.0769231,0.447368421,0.265306122,0.727272727,44,16,13,12,14,-11.53846154,0,1,121.5,94.16666667,0.563636364,0.416666667,0.833333333,57,31,8,4,18,12.5,0,2
20210413-H-PHO-A-MIA,1,20,96.5,109.8,91.16666667,0.625,0.30952381,0.944444444,48,28,11,2,19,8.333333333,1,2,89.1,112.9230769,0.578947368,0.204545455,0.789473684,36,24,13,2,16,-7.692307692,1,2
20210413-H-POR-A-BOS,0,1,100.3,114.6,116.3333333,0.553191489,0.395348837,0.705882353,46,31,6,5,14,-0.555555556,1,2,115.6,114.8,0.490909091,0.428571429,0.708333333,46,30,5,4,9,0.5,0,3
20210413-H-TOR-A-ATL,0,5,97.7,105.4,110.5555556,0.653061224,0.256410256,0.692307692,42,16,7,4,13,-2.777777778,0,1,110.5,105.4444444,0.5,0.433333333,0.681818182,39,21,7,2,13,2.777777778,1,0
20210413-H-UTA-A-OKC,1,10,94.4,112.3,101,0.487179487,0.361702128,0.85,51,24,6,10,12,5,3,3,101.7,114.5,0.372881356,0.411764706,0.555555556,50,13,8,1,12,-4.166666667,1,0
20210414-H-CHI-A-ORL,0,9,91.8,115.5,127,0.489795918,0.459459459,0.777777778,40,23,7,6,12,-3.75,1,1,125.3,115.8,0.516129032,0.444444444,0.75,46,29,8,10,7,4.5,1,0
20210414-H-CHO-A-CLE,0,13,89.1,101.1,117,0.45,0.363636364,0.5,38,23,8,5,12,-7.222222222,0,0,115.7,100.1,0.533333333,0.419354839,0.842105263,47,27,9,7,15,6.5,1,1
20210414-H-DEN-A-MIA,1,17,90.3,136.2,119.4615385,0.58490566,0.472222222,0.769230769,43,32,5,7,10,6.538461538,2,2,117.4,135.3333333,0.553191489,0.40625,0.833333333,30,29,7,8,8,-7.083333333,0,2
20210414-H-DET-A-LAC,0,2,95.5,102.6,105,0.491803279,0.291666667,0.772727273,46,17,5,4,16,-0.909090909,0,0,104.7,102.8888889,0.46875,0.24137931,0.904761905,47,10,8,2,11,1.111111111,2,1
20210414-H-HOU-A-IND,0,8,109.1,113.7,121.5555556,0.542857143,0.294117647,0.818181818,47,22,12,6,15,-4.444444444,2,1,121,114.2,0.603448276,0.416666667,0.772727273,48,28,10,6,18,4,2,1
20210414-H-MEM-A-DAL,0,1,95.2,118.7,119.5,0.517857143,0.382352941,0.761904762,45,27,7,3,7,-0.5,1,0,119.7,119,0.645833333,0.325,0.764705882,45,25,4,3,11,0.555555556,0,1
20210414-H-MIN-A-MIL,0,25,111.7,94,116.3846154,0.37254902,0.365853659,0.709677419,47,22,13,7,16,-9.615384615,0,1,116.3,94.07142857,0.465517241,0.475,0.826086957,52,26,14,4,16,8.928571429,0,2
20210414-H-NOP-A-NYK,0,10,96.3,110.1,120.9,0.566666667,0.214285714,0.833333333,49,25,3,5,9,-5,1,2,120.5,109.9,0.421875,0.515151515,0.846153846,48,19,6,5,6,5,0,1
20210414-H-OKC-A-GSW,0,38,106.8,102.1,136.8181818,0.569230769,0.259259259,0.56,50,22,6,2,21,-17.27272727,1,0,137.7,100.0833333,0.583333333,0.510638298,0.826086957,41,39,12,6,14,15.83333333,1,3
20210414-H-PHI-A-BRK,1,6,100,123,118.6,0.542372881,0.464285714,0.8,32,23,8,9,10,3,1,3,117,122.1111111,0.629032258,0.19047619,0.9,43,23,6,3,15,-3.333333333,1,1
20210414-H-SAC-A-WAS,0,12,110.2,100.8,113.7,0.515625,0.333333333,0.75,30,22,17,8,17,-6,0,4,111.7,99.54545455,0.606060606,0.291666667,0.814814815,56,23,12,3,24,5.454545455,1,2
20210414-H-TOR-A-SAS,1,5,97.4,120.1,115.5,0.465517241,0.466666667,0.84,54,21,8,5,12,2.5,2,1,114.9,120.3333333,0.42,0.435897436,0.703703704,41,26,6,7,13,-2.777777778,1,1
20210415-H-ATL-A-MIL,0,11,94.6,115.3,127.3333333,0.480769231,0.411764706,0.894736842,39,23,5,4,11,-6.111111111,1,0,126.9,115.9,0.576923077,0.372093023,0.705882353,51,25,8,1,8,5.5,1,3
20210415-H-CLE-A-GSW,0,18,98.2,102.8,122.6923077,0.5,0.322580645,0.777777778,39,21,11,2,13,-6.923076923,1,1,121.2,99.08333333,0.652173913,0.369565217,0.8,47,33,9,5,15,7.5,0,3
20210415-H-LAL-A-BOS,0,8,102,110.8,118.6666667,0.524590164,0.324324324,0.684210526,36,28,12,2,8,-3.333333333,0,1,118.7,110.5,0.641509434,0.4375,0.846153846,48,33,4,6,21,2.857142857,0,3
20210415-H-PHO-A-SAC,1,8,94,129.8,120.8,0.708333333,0.368421053,0.857142857,39,30,9,4,11,4,2,2,121.3,129.9,0.604166667,0.466666667,0.736842105,32,22,7,4,15,-4,1,4
20210416-H-BRK-A-CHO,1,15,101.4,128.3,115.0833333,0.590909091,0.512195122,0.9375,37,35,12,5,18,6.25,1,3,113.5,129.3,0.653061224,0.352941176,0.75,37,26,12,3,19,-7.5,1,0
20210416-H-CHI-A-MEM,0,11,96.2,119.6,132.6923077,0.516129032,0.382352941,0.8,46,34,3,1,11,-4.230769231,1,1,131,119.0909091,0.608695652,0.425,0.791666667,42,33,9,4,5,5,0,0
20210416-H-DAL-A-NYK,0,8,94.5,115.3,125,0.543478261,0.333333333,0.736842105,41,30,6,7,9,-4.444444444,2,1,123.8,116.4,0.517241379,0.5,0.714285714,45,22,4,5,9,4,1,1
20210416-H-DET-A-OKC,1,6,107.3,102.5,97.4,0.509090909,0.285714286,0.705882353,54,22,13,7,18,3,1,0,96.9,102.7,0.551724138,0.179487179,0.730769231,56,19,13,8,21,-3,0,0
20210416-H-HOU-A-DEN,0,29,96.4,102.7,133.5454545,0.529411765,0.314285714,0.666666667,35,23,7,3,14,-13.18181818,0,1,132.8,100.0714286,0.587301587,0.290322581,0.870967742,54,22,11,3,9,10.35714286,2,2
20210416-H-MIN-A-MIA,1,8,97.5,122,114.3636364,0.6,0.416666667,0.689655172,45,30,8,2,17,3.636363636,0,2,113.8,122.0909091,0.543478261,0.411764706,0.730769231,33,33,11,5,14,-3.636363636,1,2
20210416-H-PHI-A-LAC,1,3,96.6,109.8,106.7,0.538461538,0.318181818,0.733333333,46,21,13,7,12,1.5,1,2,106.6,108.6,0.418604651,0.487179487,0.625,43,26,6,3,19,-1.5,0,2
20210416-H-SAS-A-POR,0,1,95.7,110.7,111.6666667,0.527777778,0.304347826,0.9,49,30,7,9,14,-0.555555556,2,1,111.8,110.6666667,0.5,0.379310345,0.875,38,23,9,6,11,0.555555556,1,1
20210416-H-TOR-A-ORL,1,11,93.8,120.5,109.2,0.574468085,0.4,0.944444444,42,24,6,10,14,5.5,0,1,108.8,117.25,0.5,0.347826087,0.705882353,35,20,8,4,10,-4.583333333,0,0
20210416-H-UTA-A-IND,1,8,105,113.3,108.0909091,0.577777778,0.380952381,0.791666667,56,22,5,6,20,3.636363636,2,3,105.7,113.6,0.424242424,0.333333333,0.941176471,43,23,13,3,10,-4,1,1
20210416-H-WAS-A-NOP,1,2,104.7,101.2,100.2727273,0.594202899,0.148148148,0.71875,46,24,5,7,13,0.909090909,1,2,99.5,101.7272727,0.47826087,0.25,0.848484848,56,26,11,7,15,-0.909090909,1,2
20210417-H-BOS-A-GSW,1,5,95.6,124.5,121,0.604166667,0.326086957,0.8,45,18,9,2,9,2.5,1,2,119.3,123.2222222,0.6,0.425,0.75,40,22,6,2,17,-2.777777778,0,3
20210417-H-CHI-A-CLE,1,10,89.4,118.5,108.6,0.595238095,0.4,0.888888889,38,30,6,2,10,5,0,1,107.4,117.8888889,0.465517241,0.4,0.857142857,44,27,6,1,10,-5.555555556,3,1
20210417-H-LAL-A-UTA,1,12,97.2,118.3,107.6,0.616666667,0.333333333,0.869565217,52,26,8,8,14,6,1,1,107.1,119.9090909,0.452380952,0.389830508,1,37,31,10,3,15,-5.454545455,1,0
20210417-H-MIL-A-MEM,0,13,101.4,113.4,126.7857143,0.522727273,0.340425532,0.777777778,45,27,7,1,16,-4.642857143,2,3,126.3,112.2727273,0.679245283,0.375,0.916666667,43,31,10,3,10,5.909090909,0,0
20210417-H-PHO-A-SAS,0,26,97.3,87.4,112.3846154,0.476190476,0.222222222,0.4375,48,19,7,2,14,-10,0,2,114.1,84.66666667,0.55,0.413793103,0.75,46,23,10,9,12,10.83333333,1,0
20210417-H-WAS-A-DET,1,21,102.5,118.1,100.0714286,0.525641026,0.5625,0.631578947,48,25,11,6,12,7.5,1,2,97.6,118.25,0.49122807,0.333333333,0.739130435,45,19,7,6,18,-8.75,1,0
20210418-H-ATL-A-IND,1,12,101.8,126.7,115.1111111,0.533333333,0.40625,0.764705882,51,20,8,7,10,6.666666667,2,1,114.9,126.6666667,0.583333333,0.3125,0.85,41,33,7,5,12,-6.666666667,1,1
20210418-H-CHO-A-POR,1,8,95.6,114,105,0.525,0.418604651,0.764705882,46,26,6,8,14,4.444444444,1,0,105.6,114,0.472727273,0.277777778,0.678571429,47,18,7,3,8,-4.444444444,0,1
20210418-H-DAL-A-SAC,0,14,95.2,112.4,127.9090909,0.58974359,0.333333333,0.65,42,15,3,8,14,-6.363636364,0,1,127.2,112.4,0.507692308,0.458333333,0.88,42,22,11,3,6,7,2,4
20210418-H-LAC-A-MIN,1,19,100.1,123.8,105.9230769,0.510638298,0.5,0.764705882,48,31,6,3,14,7.307692308,1,2,104.9,124.6923077,0.441860465,0.377777778,0.761904762,37,27,6,7,11,-7.307692308,0,2
20210418-H-MIA-A-BRK,1,2,92.6,117.7,115.1111111,0.458333333,0.41025641,0.80952381,53,28,9,1,16,1.111111111,2,1,115.6,116.3,0.564102564,0.395348837,0.666666667,38,26,10,6,11,-1,0,3
20210418-H-NYK-A-NOP,1,10,92.5,119.5,108.3636364,0.515151515,0.379310345,0.875,49,27,9,6,13,4.545454545,1,1,109.7,120.7,0.472972973,0.222222222,0.8,52,25,6,4,12,-5,1,2
20210418-H-ORL-A-HOU,0,4,99.8,110.2,115.8,0.508474576,0.34375,0.894736842,36,28,10,5,15,-2,1,0,114.2,109.875,0.541666667,0.470588235,0.7,43,26,7,7,19,2.5,1,0
20210418-H-TOR-A-OKC,1,6,100.1,111.9,106.2,0.344827586,0.447368421,0.875,47,23,9,5,13,3,1,0,105.9,112.8,0.469387755,0.424242424,0.857142857,46,22,6,8,21,-3,0,0
20210419-H-BOS-A-CHI,0,6,95.2,100.8,105.4545455,0.5,0.4,0.933333333,39,21,8,3,15,-2.727272727,1,2,107.1,101.3,0.508474576,0.34375,0.9,40,30,11,8,12,3,0,1
20210419-H-DEN-A-MEM,1,2,100.1,114.9,112.1,0.571428571,0.384615385,0.846153846,58,30,6,6,24,1,1,2,113.3,116.8,0.507462687,0.425,0.75,47,33,15,3,14,-1,2,0
20210419-H-DET-A-CLE,1,4,100.4,108.6,105.1111111,0.542372881,0.37037037,0.714285714,44,25,8,5,17,2.222222222,1,0,104.6,107.8888889,0.616666667,0.192307692,0.8,39,24,9,8,17,-2.222222222,0,1
20210419-H-IND-A-SAS,0,15,102.7,91.5,107.6923077,0.371428571,0.235294118,0.666666667,54,20,4,7,7,-5.769230769,0,1,106.1,92.21428571,0.5,0.285714286,0.828571429,57,27,4,4,12,5.357142857,0,1
20210419-H-LAL-A-UTA,0,14,93.8,103.4,119.8461538,0.431372549,0.428571429,0.68,32,17,10,1,10,-5.384615385,0,1,118.3,105.0714286,0.666666667,0.454545455,0.909090909,42,29,5,5,17,5,2,2
20210419-H-MIA-A-HOU,1,22,97.1,116.4,94.6,0.577777778,0.395833333,0.571428571,52,31,7,5,13,11,0,0,93.7,118.1818182,0.510638298,0.236842105,0.941176471,41,20,8,3,13,-10,0,1
20210419-H-MIL-A-PHO,0,1,100.1,114.9,117.0909091,0.558823529,0.323529412,0.947368421,51,19,7,3,11,-0.454545455,0,3,115.8,115.1,0.53125,0.404761905,0.9,45,28,7,4,11,0.5,2,2
20210419-H-PHI-A-GSW,0,11,97.6,98.4,111.8333333,0.403508772,0.375,0.777777778,42,26,9,6,13,-4.583333333,1,1,109.7,101.3333333,0.454545455,0.4375,0.78125,45,15,2,5,16,4.583333333,1,3
20210419-H-WAS-A-OKC,1,12,104.3,114.1,104.6363636,0.6,0.322580645,0.586206897,42,31,8,2,12,5.454545455,1,2,102.6,112,0.46,0.393939394,0.814814815,48,23,6,2,19,-6,0,0
20210420-H-ATL-A-ORL,1,16,99.8,112.3,94.16666667,0.5,0.264705882,0.862068966,65,20,6,3,13,6.666666667,2,1,96.2,112.9090909,0.530612245,0.216216216,0.689655172,40,13,11,3,10,-7.272727273,0,0
20210420-H-NOP-A-BRK,0,5,104.4,123.6,129.2,0.672413793,0.363636364,0.625,37,28,5,2,13,-2.5,0,2,128.4,122.6666667,0.673076923,0.378378378,0.785714286,44,30,7,2,13,2.777777778,1,2
20210420-H-NYK-A-CHO,1,12,85.4,127.6,114.6,0.578947368,0.4,0.916666667,39,22,5,6,9,6,1,1,113.6,129.6666667,0.489361702,0.41025641,0.375,39,26,6,3,12,-6.666666667,1,0
20210420-H-POR-A-LAC,0,1,93.1,120.3,121.1111111,0.56,0.318181818,0.736842105,42,22,7,4,6,-0.555555556,0,1,121.4,122.4545455,0.653846154,0.289473684,0.8,45,24,3,3,10,0.454545455,1,2
20210420-H-SAC-A-MIN,0,14,100.7,119.2,132.4545455,0.472727273,0.428571429,0.875,39,28,10,3,10,-6.363636364,0,4,133.1,119.8,0.70212766,0.418604651,0.736842105,50,34,5,9,18,7,1,2
20210421-H-CLE-A-CHI,1,16,96.7,125.1,108.5384615,0.557692308,0.444444444,0.789473684,41,27,8,1,10,6.153846154,0,1,108.5,125.2666667,0.619047619,0.351351351,0.777777778,41,27,6,4,19,-5.333333333,0,1
20210421-H-DAL-A-DET,1,10,96.8,131.2,120.8181818,0.612244898,0.372093023,0.730769231,43,25,8,2,6,4.545454545,1,1,120.9,131.2727273,0.574468085,0.40625,0.774193548,42,30,2,2,13,-4.545454545,1,0
20210421-H-HOU-A-UTA,0,23,101.2,88,111,0.5,0.204081633,0.529411765,50,17,7,5,11,-11.5,0,1,110.7,87.93333333,0.545454545,0.369565217,0.8125,61,27,7,4,12,7.666666667,2,2
20210421-H-IND-A-OKC,1,6,105.6,115.5,111,0.524590164,0.35,0.8,47,30,13,7,11,3.75,2,1,109.9,116.1818182,0.52,0.310344828,0.6875,55,26,8,3,17,-2.727272727,1,0
20210421-H-LAC-A-MEM,1,12,96.1,121.7,110.3,0.421052632,0.518518519,0.75,43,28,4,5,12,6,0,1,109.2,123.2,0.462962963,0.433333333,0.695652174,42,19,6,8,13,-4,0,0
20210421-H-NYK-A-ATL,1,10,96.9,128,118.5833333,0.535714286,0.542857143,0.8,49,29,8,3,14,4.166666667,1,1,118.7,129.2222222,0.544117647,0.352941176,0.708333333,41,28,10,3,10,-5.555555556,2,1
20210421-H-PHI-A-PHO,0,3,90.5,124.9,128.7777778,0.509090909,0.52,0.692307692,44,24,7,7,16,-1.666666667,1,1,128.2,124.6,0.590909091,0.357142857,0.904761905,33,30,7,8,8,1.5,0,2
20210421-H-POR-A-DEN,0,1,91.4,114.9,117.2222222,0.549019608,0.333333333,0.866666667,41,21,7,2,11,-0.555555556,0,2,116,115,0.530612245,0.333333333,0.882352941,46,24,7,5,13,0.5,0,2
20210421-H-SAC-A-MIN,1,3,95.6,133.9,130.7,0.634146341,0.515151515,0.806451613,33,29,7,5,14,1.5,0,4,130.7,134.2,0.58490566,0.441176471,0.818181818,34,30,7,4,10,-1.5,0,2
20210421-H-SAS-A-MIA,0,20,87.1,99.9,124.2142857,0.5,0.285714286,0.75,38,21,1,7,10,-7.142857143,0,1,122.8,100.0833333,0.5,0.419354839,0.8,44,28,8,1,7,8.333333333,1,2
20210421-H-TOR-A-BRK,1,11,98.7,115.6,103.4,0.488372093,0.382978723,0.857142857,48,23,7,8,10,5.5,0,3,104.4,116.8888889,0.46,0.317073171,0.782608696,50,19,3,6,13,-6.111111111,2,2
20210421-H-WAS-A-GSW,1,4,112.8,104.6,102.0909091,0.444444444,0.357142857,0.842105263,61,23,12,7,22,1.818181818,3,2,101.1,107.6666667,0.446428571,0.333333333,0.904761905,44,22,15,5,17,-2.222222222,0,3
20210422-H-BOS-A-PHO,1,13,95.6,103.5,89.4,0.567567568,0.3,0.875,48,20,7,2,20,6.5,1,2,89.9,98.6,0.566037736,0.171428571,0.888888889,38,18,10,2,17,-6.5,0,2
20210422-H-CHI-A-CHO,1,17,95.6,113,96.85714286,0.659090909,0.325581395,0.727272727,50,30,8,2,17,6.071428571,1,1,95.2,112.9230769,0.529411765,0.258064516,0.764705882,38,30,5,3,14,-6.538461538,0,0
20210422-H-DAL-A-LAL,1,5,98.4,116.8,113.1111111,0.534482759,0.375,0.722222222,38,23,11,5,12,2.777777778,0,1,111.8,116.8,0.55,0.333333333,0.823529412,45,26,7,5,16,-2.5,2,2
20210422-H-MIL-A-PHI,1,7,98.9,125.3,120,0.609756098,0.5,0.608695652,45,32,6,8,16,2.916666667,2,3,118.3,120.6428571,0.53125,0.444444444,0.722222222,33,27,7,3,8,-2.5,0,2
